"County","Election District","Election Precinct","Cong","Legs","Candidate Name","Party","Office Name","Office District","Winner","Election Night Votes"
"16","001","004","06","39","Roger Berliner","DEM","County Executive       ","","","9"
"16","001","004","06","39","David Blair","DEM","County Executive       ","","","80"
"16","001","004","06","39","Marc Elrich","DEM","County Executive       ","","Y","67"
"16","001","004","06","39","Bill Frick","DEM","County Executive       ","","","6"
"16","001","004","06","39","Rose Krasnow","DEM","County Executive       ","","","34"
"16","001","004","06","39","George L. Leventhal","DEM","County Executive       ","","","21"
"16","001","004","06","39","Gabe Albornoz","DEM","County Council At Large","","Y","44"
"16","001","004","06","39","Rosemary O. Arkoian","DEM","County Council At Large","","","11"
"16","001","004","06","39","Marilyn Balcombe","DEM","County Council At Large","","","32"
"16","001","004","06","39","Charles Barkley","DEM","County Council At Large","","","47"
"16","001","004","06","39","Shruti Bhatnagar","DEM","County Council At Large","","","19"
"16","001","004","06","39","Cherri L. Branson","DEM","County Council At Large","","","18"
"16","001","004","06","39","Brandy H. M. Brooks","DEM","County Council At Large","","","44"
"16","001","004","06","39","Craig Carozza-Caviness","DEM","County Council At Large","","","4"
"16","001","004","06","39","Ron Colbert","DEM","County Council At Large","","","6"
"16","001","004","06","39","Bill Conway","DEM","County Council At Large","","","23"
"16","001","004","06","39","Hoan Dang","DEM","County Council At Large","","","26"
"16","001","004","06","39","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","6"
"16","001","004","06","39","Lorna Phillips Forde","DEM","County Council At Large","","","8"
"16","001","004","06","39","Jill Ortman Fouse","DEM","County Council At Large","","","13"
"16","001","004","06","39","Loretta Jean Garcia","DEM","County Council At Large","","","39"
"16","001","004","06","39","Paul S. Geller","DEM","County Council At Large","","","9"
"16","001","004","06","39","Evan Glass","DEM","County Council At Large","","Y","34"
"16","001","004","06","39","Richard Gottfried","DEM","County Council At Large","","","5"
"16","001","004","06","39","Neil H. Greenberger","DEM","County Council At Large","","","6"
"16","001","004","06","39","Seth Grimes","DEM","County Council At Large","","","2"
"16","001","004","06","39","Ashwani Jain","DEM","County Council At Large","","","43"
"16","001","004","06","39","Will Jawando","DEM","County Council At Large","","Y","44"
"16","001","004","06","39","David V. Lipscomb","DEM","County Council At Large","","","13"
"16","001","004","06","39","Melissa McKenna","DEM","County Council At Large","","","29"
"16","001","004","06","39","Danielle Meitiv","DEM","County Council At Large","","","18"
"16","001","004","06","39","Hans Riemer","DEM","County Council At Large","","Y","48"
"16","001","004","06","39","Michele Riley","DEM","County Council At Large","","","18"
"16","001","004","06","39","Graciela Rivera-Oven","DEM","County Council At Large","","","32"
"16","001","004","06","39","Darwin Romero","DEM","County Council At Large","","","15"
"16","001","004","06","39","Mohammad Siddique","DEM","County Council At Large","","","39"
"16","001","004","06","39","Jarrett Smith","DEM","County Council At Large","","","6"
"16","001","004","06","39","Steve Solomon","DEM","County Council At Large","","","13"
"16","001","004","06","39","Chris Wilhelm","DEM","County Council At Large","","","40"
"16","001","004","06","39","Jay Graney","DEM","County Council         ","004","","17"
"16","001","004","06","39","Nancy Navarro","DEM","County Council         ","004","Y","182"
"16","001","004","06","39","James A. Bonifant","DEM","Judge of the Circuit Court","06","Y","116"
"16","001","004","06","39","Jeannie E. Cho","DEM","Judge of the Circuit Court","06","Y","128"
"16","001","004","06","39","Jill Reid Cummins","DEM","Judge of the Circuit Court","06","Y","123"
"16","001","004","06","39","Debra L. Dwyer","DEM","Judge of the Circuit Court","06","Y","133"
"16","001","004","06","39","Kevin G. Hessler","DEM","Judge of the Circuit Court","06","Y","97"
"16","001","004","06","39","David W. Lease","DEM","Judge of the Circuit Court","06","Y","97"
"16","001","004","06","39","Marylin Pierre","DEM","Judge of the Circuit Court","06","","110"
"16","001","004","06","39","Margaret Marie Schweitzer","DEM","Judge of the Circuit Court","06","Y","124"
"16","001","004","06","39","John McCarthy","DEM","State's Attorney       ","","Y","177"
"16","001","004","06","39","Alan S. Bowser","DEM","Clerk Circuit Court","","","67"
"16","001","004","06","39","Barbara H. Meiklejohn","DEM","Clerk Circuit Court","","Y","122"
"16","001","004","06","39","Joseph M. Griffin","DEM","Register of Wills      ","","Y","175"
"16","001","004","06","39","Darren Mark Popkin","DEM","Sheriff                ","","Y","174"
"16","001","004","06","39","Marjorie Goldman","DEM","DEM Cent Comm Female At Large","","Y","114"
"16","001","004","06","39","Laura Henderson","DEM","DEM Cent Comm Female At Large","","Y","107"
"16","001","004","06","39","Martine Laney","DEM","DEM Cent Comm Female At Large","","","69"
"16","001","004","06","39","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","87"
"16","001","004","06","39","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","95"
"16","001","004","06","39","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","104"
"16","001","004","06","39","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","61"
"16","001","004","06","39","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","55"
"16","001","004","06","39","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","61"
"16","001","004","06","39","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","95"
"16","001","004","06","39","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","56"
"16","001","004","06","39","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","32"
"16","001","004","06","39","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","63"
"16","001","004","06","39","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","50"
"16","001","004","06","39","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","56"
"16","001","004","06","39","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","82"
"16","001","004","06","39","Suzi Williams Kaplan","DEM","DEM Cent Comm Female","39","Y","108"
"16","001","004","06","39","Chibuzor M. Nwosu","DEM","DEM Cent Comm Female","39","","71"
"16","001","004","06","39","Mumin Barre","DEM","DEM Cent Comm Male","39","Y","171"
"16","001","005","06","19","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","99"
"16","001","005","06","19","Ralph Jaffe","DEM","Governor / Lt. Governor","","","3"
"16","001","005","06","19","Ben Jealous","DEM","Governor / Lt. Governor","","Y","111"
"16","001","005","06","19","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","5"
"16","001","005","06","19","Valerie Ervin","DEM","Governor / Lt. Governor","","","8"
"16","001","005","06","19","Rich Madaleno","DEM","Governor / Lt. Governor","","","12"
"16","001","005","06","19","Alec Ross","DEM","Governor / Lt. Governor","","","7"
"16","001","005","06","19","Jim Shea","DEM","Governor / Lt. Governor","","","12"
"16","001","005","06","19","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","27"
"16","001","005","06","19","Peter Franchot","DEM","Comptroller            ","","Y","258"
"16","001","005","06","19","Brian E. Frosh","DEM","Attorney General       ","","Y","256"
"16","001","005","06","19","Ben Cardin","DEM","U.S. Senator           ","","Y","222"
"16","001","005","06","19","Erik Jetmir","DEM","U.S. Senator           ","","","1"
"16","001","005","06","19","Chelsea Manning","DEM","U.S. Senator           ","","","18"
"16","001","005","06","19","Marcia H. Morgan","DEM","U.S. Senator           ","","","9"
"16","001","005","06","19","Jerome Jerry Segal","DEM","U.S. Senator           ","","","19"
"16","001","005","06","19","Richard Rikki Vaughn","DEM","U.S. Senator           ","","","8"
"16","001","005","06","19","Debbie Rica Wilson","DEM","U.S. Senator           ","","","10"
"16","001","005","06","19","Lih Young","DEM","U.S. Senator           ","","","3"
"16","001","005","06","19","Andrew Duck","DEM","Representative in Congress","06","","8"
"16","001","005","06","19","George English","DEM","Representative in Congress","06","","0"
"16","001","005","06","19","Chris Graves","DEM","Representative in Congress","06","","8"
"16","001","005","06","19","Nadia Hashimi","DEM","Representative in Congress","06","","50"
"16","001","005","06","19","Christopher Hearsey","DEM","Representative in Congress","06","","1"
"16","001","005","06","19","Roger Manno","DEM","Representative in Congress","06","","34"
"16","001","005","06","19","Aruna Miller","DEM","Representative in Congress","06","","92"
"16","001","005","06","19","David Trone","DEM","Representative in Congress","06","Y","101"
"16","001","005","06","19","Ben Kramer","DEM","State Senator          ","19","Y","254"
"16","001","005","06","19","Brian Crider","DEM","House of Delegates     ","19","","49"
"16","001","005","06","19","Charlotte Crutchfield","DEM","House of Delegates     ","19","Y","114"
"16","001","005","06","19","Bonnie Cullison","DEM","House of Delegates     ","19","Y","127"
"16","001","005","06","19","Marlin Jenkins","DEM","House of Delegates     ","19","","86"
"16","001","005","06","19","Maricé Ivette Morales","DEM","House of Delegates     ","19","","113"
"16","001","005","06","19","Vaughn Stewart","DEM","House of Delegates     ","19","Y","109"
"16","001","005","06","19","Carl Ward","DEM","House of Delegates     ","19","","50"
"16","001","005","06","19","Jade Wiles, Jr.","DEM","House of Delegates     ","19","","29"
"16","001","005","06","19","Roger Berliner","DEM","County Executive       ","","","29"
"16","001","005","06","19","David Blair","DEM","County Executive       ","","","98"
"16","001","005","06","19","Marc Elrich","DEM","County Executive       ","","Y","78"
"16","001","005","06","19","Bill Frick","DEM","County Executive       ","","","9"
"16","001","005","06","19","Rose Krasnow","DEM","County Executive       ","","","45"
"16","001","005","06","19","George L. Leventhal","DEM","County Executive       ","","","29"
"16","001","005","06","19","Gabe Albornoz","DEM","County Council At Large","","Y","51"
"16","001","005","06","19","Rosemary O. Arkoian","DEM","County Council At Large","","","16"
"16","001","005","06","19","Marilyn Balcombe","DEM","County Council At Large","","","55"
"16","001","005","06","19","Charles Barkley","DEM","County Council At Large","","","36"
"16","001","005","06","19","Shruti Bhatnagar","DEM","County Council At Large","","","24"
"16","001","005","06","19","Cherri L. Branson","DEM","County Council At Large","","","23"
"16","001","005","06","19","Brandy H. M. Brooks","DEM","County Council At Large","","","61"
"16","001","005","06","19","Craig Carozza-Caviness","DEM","County Council At Large","","","4"
"16","001","005","06","19","Ron Colbert","DEM","County Council At Large","","","7"
"16","001","005","06","19","Bill Conway","DEM","County Council At Large","","","32"
"16","001","005","06","19","Hoan Dang","DEM","County Council At Large","","","39"
"16","001","005","06","19","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","2"
"16","001","005","06","19","Lorna Phillips Forde","DEM","County Council At Large","","","33"
"16","001","005","06","19","Jill Ortman Fouse","DEM","County Council At Large","","","28"
"16","001","005","06","19","Loretta Jean Garcia","DEM","County Council At Large","","","23"
"16","001","005","06","19","Paul S. Geller","DEM","County Council At Large","","","10"
"16","001","005","06","19","Evan Glass","DEM","County Council At Large","","Y","42"
"16","001","005","06","19","Richard Gottfried","DEM","County Council At Large","","","10"
"16","001","005","06","19","Neil H. Greenberger","DEM","County Council At Large","","","2"
"16","001","005","06","19","Seth Grimes","DEM","County Council At Large","","","11"
"16","001","005","06","19","Ashwani Jain","DEM","County Council At Large","","","50"
"16","001","005","06","19","Will Jawando","DEM","County Council At Large","","Y","79"
"16","001","005","06","19","David V. Lipscomb","DEM","County Council At Large","","","13"
"16","001","005","06","19","Melissa McKenna","DEM","County Council At Large","","","19"
"16","001","005","06","19","Danielle Meitiv","DEM","County Council At Large","","","32"
"16","001","005","06","19","Hans Riemer","DEM","County Council At Large","","Y","102"
"16","001","005","06","19","Michele Riley","DEM","County Council At Large","","","16"
"16","001","005","06","19","Graciela Rivera-Oven","DEM","County Council At Large","","","15"
"16","001","005","06","19","Darwin Romero","DEM","County Council At Large","","","4"
"16","001","005","06","19","Mohammad Siddique","DEM","County Council At Large","","","51"
"16","001","005","06","19","Jarrett Smith","DEM","County Council At Large","","","8"
"16","001","005","06","19","Steve Solomon","DEM","County Council At Large","","","13"
"16","001","005","06","19","Chris Wilhelm","DEM","County Council At Large","","","63"
"16","001","005","06","19","Jay Graney","DEM","County Council         ","004","","24"
